geneID	geneSymbol	bioType	length	geneInfo	chromosome	start	end
ENSG00000177990.11	DPY19L2	protein_coding	2028.46	dpy-19 like 2	chr12	63558913	63668939
ENSG00000177992.9	SPATA31E1	protein_coding	4478	SPATA31 subfamily E member 1	chr9	87882877	87888903
ENSG00000177993.3	ZNRF3-AS1	lncRNA	2170	ZNRF3 antisense RNA 1	chr22	29024999	29031476
ENSG00000177994.16	C2orf73	protein_coding	1376	chromosome 2 open reading frame 73	chr2	54330034	54383742
ENSG00000178015.5	GPR150	protein_coding	2056	G protein-coupled receptor 150	chr5	95620087	95622142
ENSG00000178021.11	TSPYL6	protein_coding	3052	TSPY like 6	chr2	54253178	54256229
ENSG00000178026.13	LRRC75B	protein_coding	782	leucine rich repeat containing 75B	chr22	24585620	24593208
ENSG00000178028.14	DMAP1	protein_coding	1820.32	DNA methyltransferase 1 associated protein 1	chr1	44213455	44220681
ENSG00000178031.17	ADAMTSL1	protein_coding	2391.33	ADAMTS like 1	chr9	17906563	18910950
ENSG00000178033.6	CALHM5	protein_coding	9787	calcium homeostasis modulator family member 5	chr6	116511639	116524788
ENSG00000178035.12	IMPDH2	protein_coding	1340.81	inosine monophosphate dehydrogenase 2	chr3	49024325	49029447
ENSG00000178038.17	ALS2CL	protein_coding	3296.01	ALS2 C-terminal like	chr3	46668995	46693704
ENSG00000178053.18	MLF1	protein_coding	1866.05	myeloid leukemia factor 1	chr3	158571163	158607252
ENSG00000178055.12	PRSS42P	protein_coding	1280	serine protease 42, pseudogene	chr3	46829542	46834095
ENSG00000178057.14	NDUFAF3	protein_coding	1026.27	NADH:ubiquinone oxidoreductase complex assembly factor 3	chr3	49020459	49023495
ENSG00000178074.6	C2orf69	protein_coding	3629.05	chromosome 2 open reading frame 69	chr2	199911293	199955935
ENSG00000178075.20	GRAMD1C	protein_coding	810.91	GRAM domain containing 1C	chr3	113828182	113947174
ENSG00000178078.11	STAP2	protein_coding	1133.32	signal transducing adaptor family member 2	chr19	4324043	4342786
ENSG00000178081.12	ULK4P3	transcribed_unprocessed_pseudogene	1158	ULK4 pseudogene 3	chr15	30110302	30127785
ENSG00000178082.6	TWF1P1	processed_pseudogene	1049	twinfilin 1 pseudogene 1	chr17	29203426	29204474
ENSG00000178084.1	HTR3C	protein_coding	1697	5-hydroxytryptamine receptor 3C	chr3	184053047	184060673
ENSG00000178093.13	TSSK6	protein_coding	1443.14	testis specific serine kinase 6	chr19	19512418	19515548
ENSG00000178096.9	BOLA1	protein_coding	1001.16	bolA family member 1	chr1	149887890	149900798
ENSG00000178104.19	PDE4DIP	protein_coding	2900.33	phosphodiesterase 4D interacting protein	chr1	148808140	149048286
ENSG00000178105.11	DDX10	protein_coding	2354.07	DEAD-box helicase 10	chr11	108665058	108940999
ENSG00000178107.2	AL161668.1	lncRNA	358		chr14	21108043	21116703
ENSG00000178115.11	GOLGA8Q	protein_coding	1669.01	golgin A8 family member Q	chr15	30552050	30565684
ENSG00000178125.14	PPP1R42	protein_coding	578.31	protein phosphatase 1 regulatory subunit 42	chr8	66964099	67056604
ENSG00000178127.13	NDUFV2	protein_coding	813.06	NADH:ubiquinone oxidoreductase core subunit V2	chr18	9102630	9134345
ENSG00000178130.9	FAM27E5	lncRNA	449	family with sequence similarity E5	chr17	22298691	22299893
ENSG00000178146.9	AL672207.1	processed_pseudogene	1570	glycerol kinase 4 pseudogene	chrX	101778969	101780538
ENSG00000178149.17	DALRD3	protein_coding	1747.4	DALR anticodon binding domain containing 3	chr3	49015488	49022293
ENSG00000178150.10	ZNF114	protein_coding	1742	zinc finger protein 114	chr19	48270081	48287608
ENSG00000178162.8	FAR2P2	transcribed_unprocessed_pseudogene	1166.5	fatty acyl-CoA reductase 2 pseudogene 2	chr2	130419071	130431363
ENSG00000178163.8	ZNF518B	protein_coding	4902.52	zinc finger protein 518B	chr4	10439880	10457426
ENSG00000178171.10	AMER3	protein_coding	2673.75	APC membrane recruitment protein 3	chr2	130755540	130768134
ENSG00000178172.7	SPINK6	protein_coding	463.33	serine peptidase inhibitor Kazal type 6	chr5	148202794	148215137
ENSG00000178175.12	ZNF366	protein_coding	2435	zinc finger protein 366	chr5	72439903	72507410
ENSG00000178177.15	LCORL	protein_coding	2004.96	ligand dependent nuclear receptor corepressor like	chr4	17841187	18021876
ENSG00000178184.16	PARD6G	protein_coding	2035.47	par-6 family cell polarity regulator gamma	chr18	80157232	80247514
ENSG00000178187.7	ZNF454	protein_coding	2142	zinc finger protein 454	chr5	178941191	178966433
ENSG00000178188.14	SH2B1	protein_coding	1865.09	SH2B adaptor protein 1	chr16	28846600	28874212
ENSG00000178199.13	ZC3H12D	protein_coding	3071.66	zinc finger CCCH-type containing 12D	chr6	149446795	149485014
ENSG00000178201.4	VN1R1	protein_coding	2353	vomeronasal 1 receptor 1	chr19	57454790	57457140
ENSG00000178202.13	POGLUT3	protein_coding	4195.18	protein O-glucosyltransferase 3	chr11	108472112	108498384
ENSG00000178209.15	PLEC	protein_coding	12711.81	plectin	chr8	143915153	143976734
ENSG00000178217.14	SH2D4B	protein_coding	2739.2	SH2 domain containing 4B	chr10	80537902	80646560
ENSG00000178222.13	RNF212	protein_coding	793.3	ring finger protein 212	chr4	1056250	1113564
ENSG00000178226.10	PRSS36	protein_coding	854.05	serine protease 36	chr16	31138926	31150083
ENSG00000178229.8	ZNF543	protein_coding	3690	zinc finger protein 543	chr19	57320472	57330770
ENSG00000178233.17	TMEM151B	protein_coding	4895	transmembrane protein 151B	chr6	44270450	44307506
ENSG00000178234.13	GALNT11	protein_coding	1794.77	polypeptide N-acetylgalactosaminyltransferase 11	chr7	152025674	152122340
ENSG00000178235.7	SLITRK1	protein_coding	5189	SLIT and NTRK like family member 1	chr13	83877205	83882474
ENSG00000178243.4	C9orf62	lncRNA	1924	long intergenic non-protein coding RNA 2907	chr9	135343249	135346562
ENSG00000178248.11	FAM230I	lncRNA	1578	family with sequence similarity 230 member I	chr22	23462086	23486980
ENSG00000178252.18	WDR6	protein_coding	2014.65	WD repeat domain 6	chr3	49007062	49015953
ENSG00000178257.3	PRM3	protein_coding	424	protamine 3	chr16	11273199	11273629
ENSG00000178279.4	TNP2	protein_coding	1202.5	transition protein 2	chr16	11267748	11269533
ENSG00000178287.18	SPAG11A	protein_coding	589.33	sperm associated antigen 11A	chr8	7847876	7868867
ENSG00000178295.15	GEN1	protein_coding	2605.18	GEN1 Holliday junction 5' flap endonuclease	chr2	17753858	17788946
ENSG00000178297.13	TMPRSS9	protein_coding	3458	transmembrane serine protease 9	chr19	2360238	2426261
ENSG00000178301.3	AQP11	protein_coding	2152	aquaporin 11	chr11	77589391	77610356
ENSG00000178307.9	TMEM11	protein_coding	1215.89	transmembrane protein 11	chr17	21197954	21214176
ENSG00000178338.11	ZNF354B	protein_coding	2016.64	zinc finger protein 354B	chr5	178859953	178888122
ENSG00000178342.4	KCNG2	protein_coding	1401	potassium voltage-gated channel modifier subfamily G member 2	chr18	79797938	79900184
ENSG00000178343.5	SHISA3	protein_coding	2322	shisa family member 3	chr4	42397488	42402487
ENSG00000178358.4	OR2D3	protein_coding	1070	olfactory receptor family 2 subfamily D member 3	chr11	6921002	6921994
ENSG00000178363.4	CALML3	protein_coding	2763	calmodulin like 3	chr10	5524961	5526771
ENSG00000178372.7	CALML5	protein_coding	859	calmodulin like 5	chr10	5498697	5499570
ENSG00000178381.11	ZFAND2A	protein_coding	810.59	zinc finger AN1-type containing 2A	chr7	1152071	1160759
ENSG00000178385.15	PLEKHM3	protein_coding	5477.51	pleckstrin homology domain containing M3	chr2	207821288	208025527
ENSG00000178386.13	AC092072.1	protein_coding	1426.19	zinc finger protein 223	chr19	44051367	44067999
ENSG00000178394.4	HTR1A	protein_coding	1165.5	5-hydroxytryptamine receptor 1A	chr5	63957874	63962507
ENSG00000178395.6	CCDC185	protein_coding	2054	coiled-coil domain containing 185	chr1	223393415	223395465
ENSG00000178397.13	FAM220A	protein_coding	579	family with sequence similarity 220 member A	chr7	6329411	6348981
ENSG00000178401.16	DNAJC22	protein_coding	2138.6	DnaJ heat shock protein family (Hsp40) member C22	chr12	49346888	49357546
ENSG00000178403.4	NEUROG2	protein_coding	2295	neurogenin 2	chr4	112513516	112516180
ENSG00000178404.9	CEP295NL	protein_coding	1855.31	CEP295 N-terminal like	chr17	78870910	78903217
ENSG00000178409.13	BEND3	protein_coding	6245.73	BEN domain containing 3	chr6	107065182	107115515
ENSG00000178412.4	AC068473.1	lncRNA	1111	CTDP1 divergent transcript	chr18	79638928	79679745
ENSG00000178425.14	NT5DC1	protein_coding	1908.48	5'-nucleotidase domain containing 1	chr6	116100851	116249497
ENSG00000178429.9	RPS3AP5	processed_pseudogene	821	RPS3A pseudogene 5	chr10	84560443	84561263
ENSG00000178440.6	LINC00843	lncRNA	2699.35	TIMM23B-AGAP6 readthrough (NMD candidate)	chr10	49942056	50011654
ENSG00000178445.9	GLDC	protein_coding	2009	glycine decarboxylase	chr9	6532467	6645729
ENSG00000178449.9	COX14	protein_coding	499.68	cytochrome c oxidase assembly factor COX14	chr12	50112082	50120457
ENSG00000178457.3	LINC00314	lncRNA	607	long intergenic non-protein coding RNA 314	chr21	28013363	28023233
ENSG00000178458.5	H3F3AP6	processed_pseudogene	411	H3 histone pseudogene 16	chr4	139698144	139698554
ENSG00000178460.18	MCMDC2	protein_coding	2348.04	minichromosome maintenance domain containing 2	chr8	66870749	66922048
ENSG00000178462.12	TUBAL3	protein_coding	1649	tubulin alpha like 3	chr10	5393101	5404828
ENSG00000178464.6	RPL10P16	processed_pseudogene	645	ribosomal protein L10 pseudogene 16	chr19	12643275	12643919
ENSG00000178467.18	P4HTM	protein_coding	1911.06	prolyl 4-hydroxylase, transmembrane	chr3	48989889	49007153
ENSG00000178473.7	UCN3	protein_coding	1243	urocortin 3	chr10	5364966	5374692
ENSG00000178498.16	DTX3	protein_coding	2266.53	deltex E3 ubiquitin ligase 3	chr12	57604622	57609804
ENSG00000178502.6	KLHL11	protein_coding	7402	kelch like family member 11	chr17	41848518	41865423
ENSG00000178503.6	NECAP1P1	processed_pseudogene	830	NECAP endocytosis associated 1 pseudogene 1	chr7	37585500	37586329
ENSG00000178522.14	AMBN	protein_coding	1838	ameloblastin	chr4	70592256	70607288
ENSG00000178531.6	CTXN1	protein_coding	1237	cortexin 1	chr19	7924491	7926135
ENSG00000178537.10	SLC25A20	protein_coding	1330.76	solute carrier family 25 member 20	chr3	48856926	48898904
ENSG00000178538.10	CA8	protein_coding	1697	carbonic anhydrase 8	chr8	60185412	60281400
ENSG00000178556.8	CKS1BP6	processed_pseudogene	240	CDC28 protein kinase regulatory subunit 1B pseudogene 6	chrX	30617454	30617693
ENSG00000178562.18	CD28	protein_coding	4721	CD28 molecule	chr2	203706475	203738912
ENSG00000178567.7	EPM2AIP1	protein_coding	7435.29	EPM2A interacting protein 1	chr3	36985043	36993131
ENSG00000178568.15	ERBB4	protein_coding	4211.09	erb-b2 receptor tyrosine kinase 4	chr2	211375717	212538841
ENSG00000178573.7	MAF	protein_coding	4007.48	MAF bZIP transcription factor	chr16	79585843	79600737
ENSG00000178585.15	CTNNBIP1	protein_coding	2465	catenin beta interacting protein 1	chr1	9848276	9910336
ENSG00000178586.5	OR6B3	protein_coding	1046.5	olfactory receptor family 6 subfamily B member 3	chr2	240045077	240047027
ENSG00000178591.6	DEFB125	protein_coding	893.5	defensin beta 125	chr20	87250	97094
ENSG00000178596.10	GAPDHP29	processed_pseudogene	985	glyceraldehyde 3 phosphate dehydrogenase pseudogene 29	chr1	94302038	94303022
ENSG00000178597.7	PSAPL1	protein_coding	4646	prosaposin like 1	chr4	7430285	7434930
ENSG00000178602.8	OTOS	protein_coding	608	otospiralin	chr2	240139026	240144562
ENSG00000178605.13	GTPBP6	protein_coding	1907.3	GTP binding protein 6 (putative)	chrX	304529	318796
ENSG00000178605.13_PAR_Y	GTPBP6	protein_coding	1950.38	GTP binding protein 6 (putative)	chrX	304529	318796
ENSG00000178607.16	ERN1	protein_coding	2854.48	endoplasmic reticulum to nucleus signaling 1	chr17	64039080	64130819
ENSG00000178623.12	GPR35	protein_coding	1630.07	G protein-coupled receptor 35	chr2	240605430	240633159
ENSG00000178631.7	ACTG1P1	processed_pseudogene	1129	actin gamma 1 pseudogene 1	chr3	139493809	139494937
ENSG00000178636.8	AC092656.1	transcribed_processed_pseudogene	1808.13		chr4	119192773	119212644
ENSG00000178645.12	C10orf53	protein_coding	1858.5	chromosome 10 open reading frame 53	chr10	49679651	49710261
ENSG00000178654.11	PPIAP33	processed_pseudogene	555	peptidylprolyl isomerase A pseudogene 33	chr9	7597823	7598377
ENSG00000178660.6	ARMC10P1	processed_pseudogene	855	armadillo repeat containing 10 pseudogene 1	chr3	94506766	94507620
ENSG00000178662.16	CSRNP3	protein_coding	5774.71	cysteine and serine rich nuclear protein 3	chr2	165469647	165689407
ENSG00000178665.16	ZNF713	protein_coding	1785.22	zinc finger protein 713	chr7	55887456	55942530
ENSG00000178685.14	PARP10	protein_coding	1824.55	poly(ADP-ribose) polymerase family member 10	chr8	143977153	144012772
ENSG00000178690.3	DYNAP	protein_coding	1718.67	dynactin associated protein	chr18	54587757	54599493
ENSG00000178691.11	SUZ12	protein_coding	3977.61	SUZ12 polycomb repressive complex 2 subunit	chr17	31937007	32001038
ENSG00000178694.10	NSUN3	protein_coding	2225.15	NOP2/Sun RNA methyltransferase 3	chr3	94062980	94131832
ENSG00000178695.5	KCTD12	protein_coding	6225	potassium channel tetramerization domain containing 12	chr13	76880175	76886405
ENSG00000178700.7	DHFR2	protein_coding	2883.93	dihydrofolate reductase 2	chr3	94047836	94063389
ENSG00000178715.8	AL450998.1	processed_pseudogene	438	ribosomal protein S16 pseudogene 1	chr1	15828232	15828669
ENSG00000178718.6	RPP25	protein_coding	3049	ribonuclease P and MRP subunit p25	chr15	74954418	74956772
ENSG00000178719.17	GRINA	protein_coding	1341.05	glutamate ionotropic receptor NMDA type subunit associated protein 1	chr8	143990056	143993415
ENSG00000178722.13	C5orf64	lncRNA	2841	chromosome 5 putative open reading frame 64	chr5	61610424	61793401
ENSG00000178723.7	GLULP4	processed_pseudogene	1122	glutamate-ammonia ligase pseudogene 4	chr9	34917175	34918296
ENSG00000178726.6	THBD	protein_coding	4109	thrombomodulin	chr20	23045633	23049672
ENSG00000178732.5	GP5	protein_coding	3534	glycoprotein V platelet	chr3	194394821	194399266
ENSG00000178734.5	LMO7DN	lncRNA	1167	LMO7 downstream neighbor	chr13	75871038	75883811
ENSG00000178741.12	COX5A	protein_coding	599.5	cytochrome c oxidase subunit 5A	chr15	74919791	74938083
ENSG00000178750.3	STX19	protein_coding	1149	syntaxin 19	chr3	94014365	94028597
ENSG00000178752.16	ERFE	protein_coding	1625.26	erythroferrone	chr2	238158970	238168900
ENSG00000178761.15	FAM219B	protein_coding	2350.59	family with sequence similarity 219 member B	chr15	74899992	74906883
ENSG00000178762.4	HIST1H2BPS1	unprocessed_pseudogene	310	H2B clustered histone 2, pseudogene	chr6	25731782	25732162
ENSG00000178764.8	ZHX2	protein_coding	3780.66	zinc fingers and homeoboxes 2	chr8	122781655	122974510
ENSG00000178772.7	CPN2	protein_coding	2516.5	carboxypeptidase N subunit 2	chr3	194339768	194351328
ENSG00000178773.15	CPNE7	protein_coding	1256.8	copine 7	chr16	89575758	89597246
ENSG00000178776.5	C5orf46	protein_coding	558	chromosome 5 open reading frame 46	chr5	147880726	147906538
ENSG00000178789.9	CD300LB	protein_coding	2295	CD300 molecule like family member b	chr17	74521174	74531475
ENSG00000178795.9	GDPD4	protein_coding	1205.5	glycerophosphodiester phosphodiesterase domain containing 4	chr11	77216558	77301687
ENSG00000178796.12	RIIAD1	protein_coding	620.83	regulatory subunit of type II PKA R-subunit domain containing 1	chr1	151710433	151729805
ENSG00000178802.18	MPI	protein_coding	1396.28	mannose phosphate isomerase	chr15	74890005	74902219
ENSG00000178803.12	ADORA2A-AS1	lncRNA	2557	ADORA2A antisense RNA 1	chr22	24429206	24495074
ENSG00000178804.7	H1FOO	protein_coding	974	H1.8 linker histone	chr3	129543175	129551467
ENSG00000178809.11	TRIM73	protein_coding	934.9	tripartite motif containing 73	chr7	75395063	75410996
ENSG00000178814.17	OPLAH	protein_coding	1833.79	5-oxoprolinase, ATP-hydrolysing	chr8	144051266	144063965
ENSG00000178821.13	TMEM52	protein_coding	1118	transmembrane protein 52	chr1	1917590	1919279
ENSG00000178826.11	TMEM139	protein_coding	694.56	transmembrane protein 139	chr7	143279957	143288048
ENSG00000178828.7	RNF186	protein_coding	1255	ring finger protein 186	chr1	19814029	19815283
ENSG00000178836.6	AC114812.1	transcribed_processed_pseudogene	740.25	DnaJ heat shock protein family (Hsp40) member B3 pseudogene	chr2	233754305	233755345
ENSG00000178852.16	EFCAB13	protein_coding	2330.38	EF-hand calcium binding domain 13	chr17	47323290	47441312
ENSG00000178860.8	MSC	protein_coding	995.99	musculin	chr8	71841560	71844412
ENSG00000178878.12	APOLD1	protein_coding	1076.2	apolipoprotein L domain containing 1	chr12	12725917	12829975
ENSG00000178882.14	RFLNA	protein_coding	1959.45	refilin A	chr12	123973241	124316024
ENSG00000178896.9	EXOSC4	protein_coding	849.91	exosome component 4	chr8	144078648	144080648
ENSG00000178904.19	DPY19L3	protein_coding	2590.18	dpy-19 like C-mannosyltransferase 3	chr19	32405543	32485895
ENSG00000178913.7	TAF7	protein_coding	2313.4	TATA-box binding protein associated factor 7	chr5	141259884	141320784
ENSG00000178917.16	ZNF852	protein_coding	1928.68	zinc finger protein 852	chr3	44494847	44510636
ENSG00000178919.8	FOXE1	protein_coding	3462	forkhead box E1	chr9	97853226	97856717
ENSG00000178921.14	PFAS	protein_coding	1789.59	phosphoribosylformylglycinamidine synthase	chr17	8247618	8270491
ENSG00000178922.16	HYI	protein_coding	877.84	hydroxypyruvate isomerase (putative)	chr1	43450989	43453989
ENSG00000178927.18	CYBC1	protein_coding	1484.04	cytochrome b-245 chaperone 1	chr17	82440912	82450829
ENSG00000178928.8	TPRX1	protein_coding	1836.33	tetrapeptide repeat homeobox 1	chr19	47801232	47819051
ENSG00000178934.4	LGALS7B	protein_coding	507.5	galectin 7B	chr19	38789200	38791754
ENSG00000178935.5	ZNF552	protein_coding	1739.67	zinc finger protein 552	chr19	57803841	57814913
ENSG00000178947.9	SMIM10L2A	protein_coding	5230	small integral membrane protein 10 like 2A	chrX	135421944	135428075
ENSG00000178950.17	GAK	protein_coding	2307.95	cyclin G associated kinase	chr4	849276	932373
ENSG00000178951.9	ZBTB7A	protein_coding	3690.15	zinc finger and BTB domain containing 7A	chr19	4043303	4066899
ENSG00000178952.11	TUFM	protein_coding	1580.29	Tu translation elongation factor, mitochondrial	chr16	28842411	28846348
ENSG00000178965.14	ERICH3	protein_coding	7201	glutamate rich 3	chr1	74568117	74673792
ENSG00000178966.16	RMI1	protein_coding	2279.1	RecQ mediated genome instability 1	chr9	83980798	84004074
ENSG00000178971.16	CTC1	protein_coding	2231.16	CST telomere replication complex component 1	chr17	8224815	8248058
ENSG00000178974.10	FBXO34	protein_coding	3303.59	F-box protein 34	chr14	55271344	55370053
